Tier,FICO,Term,Amount,Previous_Rate,Competition_rate,Rate,Cost_Funds,Partner Bin,Car_Type_N,Car_Type_R,Car_Type_U,Accept
3,697,60,25591,0,5.75,6.44,1.82,3,0,0,1,0
2,709,48,24298,0,4.09,4.35,1.0925,2,1,0,0,0
1,739,36,35000,0,3.99,3.99,1.31,1,1,0,0,0
2,720,72,26000,10,5.99,6.94,1.12,1,0,1,0,1
1,742,60,25000,0,4.19,4.19,1.1,3,1,0,0,0
1,730,60,28000,0,5.49,4.85,1.82,3,1,0,0,0
2,722,60,26500,0,4.09,4.29,1.2463,3,1,0,0,0
1,789,48,18333.69,0,4.09,4.09,1.12,1,1,0,0,1
3,705,36,16070,0,3.75,4.49,1.11,1,1,0,0,0
3,677,72,21718,0,6,6.64,1.8,3,1,0,0,0
1,746,60,27917,0,3.99,3.99,1.1069,1,1,0,0,0
1,744,48,23873,0,4.89,4.09,1.34,3,1,0,0,0
4,669,60,11125,10,5.49,9.42,1.811,3,0,1,0,0
2,713,60,40000,0,4.29,4.49,1.3188,3,1,0,0,0
1,770,60,20300,6,4.85,4.75,1.1,2,0,1,0,0
3,698,60,36759.66,0,4.29,4.99,1.1,1,0,0,1,1
1,798,72,11495,6,6.29,5.32,1.84,1,0,1,0,0
1,744,48,15861.08,0,4.99,4.89,1.8213,1,1,0,0,1
1,759,60,30000,0,3.99,3.99,1.1069,3,1,0,0,0
4,668,48,15300,11,5.29,8.09,1.12,1,0,1,0,1
1,773,60,29999.99,0,4.39,4.39,1.856,3,1,0,0,0
1,754,48,26000,0,4.39,4.09,1.31,1,1,0,0,0
1,789,60,51000,0,4.99,4.98,1.83,3,1,0,0,0
1,798,60,35000,0,5.49,4.85,1.8244,1,1,0,0,0
4,663,60,33000,11,4.89,8.69,1.09,3,0,1,0,0
2,676,72,45000,0,4.65,5.99,1.1,2,1,0,0,0
1,739,60,19800,0,4.89,4.89,1.74,3,0,0,1,0
2,729,48,21253,5,5.29,4.99,1.11,3,0,1,0,0
4,649,72,18432,0,4.75,7.89,1.1006,3,1,0,0,0
1,762,60,25400,6,5.39,5.03,1.42,3,0,1,0,1
2,721,72,30000,0,4.89,4.89,1.3188,2,1,0,0,0
2,706,72,45000,0,5.65,5.44,1.36,2,1,0,0,0
1,760,48,16900,4,4.75,4.4,1.1,3,0,1,0,0
1,754,60,30000,0,4.39,4.09,1.31,2,1,0,0,0
1,752,36,6800,8,4.49,4.49,1.1006,3,0,1,0,1
2,703,60,37920,0,3.99,4.29,1.1,1,1,0,0,0
3,680,72,20700,0,5.45,6.79,1.12,1,0,0,1,1
1,803,36,25000,0,3.99,3.99,1.32,3,1,0,0,0
4,645,72,39999.99,0,5.29,10.85,1.3631,2,1,0,0,0
1,769,72,32000,0,4.75,4.69,1.1,3,1,0,0,0
1,732,60,12423,4,5.29,4.69,1.1194,2,0,1,0,1
1,739,72,30000,0,5.39,5.39,1.6,3,1,0,0,0
3,683,60,20000,0,5.15,8.65,1.5738,1,0,0,1,0
3,663,60,45000,7,5.49,6.43,1.833,3,0,1,0,0
3,694,48,17500,0,4.89,4.89,1.34,3,1,0,0,0
1,777,60,31000,0,4.39,4.39,1.3181,3,1,0,0,0
1,803,72,28939.35,9,6.29,6.29,2,1,0,1,0,1
3,693,36,25000,0,4.75,6.14,1.8113,1,1,0,0,0
1,796,60,34000,0,3.85,3.85,1.09,1,1,0,0,0
1,815,48,30000,0,4.49,4.09,1.34,3,1,0,0,0
1,770,60,34390.42,0,4.49,4.49,1.12,1,1,0,0,1
3,742,60,15000,4,5.39,6.59,1.36,2,0,1,0,0
2,726,60,28117,0,4.39,7.14,1.1138,2,1,0,0,0
3,683,60,16324.84,0,4.29,5.15,1.2463,1,0,0,1,1
1,795,72,26999,0,5.29,5.29,1.33,3,1,0,0,0
1,735,60,22000,0,4.09,4.09,1.12,3,1,0,0,0
1,789,48,25000,0,4.89,4.55,1.36,3,1,0,0,0
2,707,48,17807,7,4.99,6.44,1.29,1,0,1,0,0
1,778,48,18700,6,4.75,4.75,1.02,1,0,1,0,0
1,746,60,23800,0,4.49,4.09,1.3363,1,1,0,0,0
3,685,36,13291,0,4.05,6.19,1.1,1,0,0,1,0
2,707,48,18300,6,5.09,5.43,1.11,3,0,1,0,1
1,780,60,21307.52,3,5.39,5.39,1.41,3,0,1,0,1
2,680,60,34999,0,4.49,7.19,1.33,1,1,0,0,0
2,723,48,10541,8,5.19,6.59,1.1,3,0,1,0,1
4,663,36,8750.84,0,4.49,7.89,1.11,3,0,0,1,1
3,682,72,19798.42,0,6.4,6.84,1.7888,1,0,0,1,1
1,783,60,23000,0,4.49,4.39,1.3388,1,1,0,0,0
1,748,72,47500,0,4.99,4.88,1.32,3,1,0,0,0
2,724,48,26500,0,4.49,4.64,1.3375,3,1,0,0,0
2,713,60,50000,0,4.29,5.79,1.1,2,1,0,0,0
2,715,48,18000,0,4.25,4.89,1.12,2,1,0,0,0
3,790,60,45000,0,4.49,4.49,1.3688,3,1,0,0,0
3,729,60,30000,0,4.49,7.19,1.38,3,1,0,0,0
2,710,36,28000,4,4.95,7.54,1.1,2,0,1,0,0
1,752,60,18166,0,4.39,4.39,1.09,1,0,0,1,1
1,765,60,24200,8,4.95,4.95,1.17,2,0,1,0,1
3,691,48,24000,0,4.09,5.15,1.02,1,1,0,0,0
3,675,48,30000,0,5.49,6.14,1.79,3,1,0,0,0
1,754,48,21000,0,4.49,4.49,1.11,3,1,0,0,0
1,766,36,10300,6,4.79,4.99,1.12,1,0,1,0,0
1,753,60,20000,0,4.09,4.09,1.1038,2,1,0,0,0
1,746,36,12795,0,4.65,4.65,1.64,3,0,0,1,1
2,702,72,16999,0,5.65,7.09,1.858,2,0,0,1,0
1,746,36,25713.5,0,3.65,2.99,1.933,1,1,0,0,1
1,761,60,26500,0,5.15,5.05,1.61,3,0,0,1,0
2,729,60,19500,0,5.49,4.89,1.78,3,1,0,0,0
1,740,36,30700,0,4.5,4.49,1.4225,3,1,0,0,0
2,720,60,39674,0,4.59,6.39,1.525,3,1,0,0,0
1,779,60,34000,0,3.85,3.85,1.1,3,1,0,0,0
1,748,72,31124.39,0,4.99,4.88,1.31,1,1,0,0,1
1,799,36,12200,5,4.75,4.75,1.1,3,0,1,0,1
1,745,60,30000,0,4.49,4.09,1.3363,3,1,0,0,0
3,691,72,40000,0,4.79,6.79,1.1,2,1,0,0,0
1,747,60,32000,0,4.49,4.09,1.3375,1,1,0,0,0
1,793,60,14463,5,5.49,4.75,2.05,2,0,1,0,0
3,680,60,14025,0,4.65,6.19,1.0913,1,0,0,1,1
1,781,36,20000,0,4.39,4.39,1.34,3,1,0,0,0
3,717,66,63453.75,0,4.79,5.99,1.0925,3,1,0,0,1
1,742,60,31000,0,4.89,4.69,1.3725,2,1,0,0,0
2,729,60,25000,0,4.79,6.44,1.84,3,0,0,1,0
4,661,60,26000,0,5.49,7.99,1.81,3,1,0,0,0
4,647,60,15000,0,4.89,7.89,1.4175,2,1,0,0,0
4,660,60,15000,0,4.99,7.89,1.42,3,1,0,0,0
1,756,60,12000,10,5.49,5.39,1.5688,3,0,1,0,1
3,682,60,26000,0,4.25,5.49,1.12,1,1,0,0,0
3,686,36,30000,0,3.85,8.14,1.17,3,1,0,0,0
4,652,72,27571.79,0,4.85,7.89,1.1,1,0,0,1,1
1,751,60,15607.74,0,4.39,4.39,1.15,1,1,0,0,1
3,684,72,32520,7,5.99,5.53,1.1,2,0,1,0,0
3,730,72,14112,0,4.99,6.29,1.17,1,1,0,0,1
2,722,48,23090,0,5.15,6.44,1.65,3,0,0,1,0
2,700,72,20000,0,5.09,6.79,2.101,3,1,0,0,0
2,708,36,22000,0,3.89,4.64,1.32,1,1,0,0,0
2,706,48,19500,0,4.09,4.89,1.12,3,1,0,0,0
4,647,72,20675,0,6.25,7.99,1.84,1,1,0,0,0
3,690,72,27136.89,0,6,5.99,1.34,1,0,0,1,1
1,742,48,30000,0,4.59,4.09,1.5738,3,1,0,0,0
2,723,60,29000,0,5.49,5.79,1.8388,3,1,0,0,0
2,704,36,25740,0,3.49,4.49,1.1013,1,1,0,0,0
1,754,72,19000,0,5.79,5.79,1.34,1,0,0,1,0
2,702,60,35000,0,4.09,4.89,1.12,1,1,0,0,0
3,693,48,19146,9,5.19,7.53,1.1,1,0,1,0,1
3,693,60,31000,0,5.49,6.29,1.8188,3,1,0,0,0
1,761,48,28998,0,4.29,4.29,1.3188,1,1,0,0,0
2,724,72,27927.86,0,5.45,5.69,1.12,1,0,0,1,1
1,782,48,16000,8,5.49,5.39,1.757,3,0,1,0,1
1,806,60,45000,0,4.99,4.69,1.4388,1,1,0,0,0
2,706,60,12284,12,5.39,7.94,1.1138,3,0,1,0,0
2,709,72,34500,0,5.79,6.99,1.42,3,0,0,1,0
1,732,60,28000,0,3.85,3.85,1.1,3,1,0,0,0
2,701,60,37000,0,4.39,5.89,1.09,2,0,0,1,0
2,718,72,18499.99,0,4.79,5.99,1.0938,1,1,0,0,0
1,744,48,22000,7,5.19,5.19,1.15,2,0,1,0,0
3,671,72,22100,0,4.99,5.99,1.12,1,1,0,0,0
4,665,60,18000,0,4.49,7.89,1.3375,1,1,0,0,0
1,762,60,20000,0,4.49,4.09,1.32,1,0,0,1,1
4,653,36,20000,0,4.39,8.19,1.1,1,0,0,1,0
1,785,36,25000,0,3.79,3.79,1.035,3,1,0,0,0
1,774,72,12300,6,5.99,5.52,1.12,1,0,1,0,0
4,665,36,12920,11,4.95,9.58,1.15,3,0,1,0,0
1,739,60,36500,0,4.59,4.49,1.5688,3,1,0,0,0
1,707,48,31200,5,5.39,4.65,1.2388,2,0,1,0,0
2,710,66,28000,0,6.25,6.24,1.8375,3,1,0,0,0
1,768,72,30000,0,6.25,5.85,1.78,1,1,0,0,0
1,794,36,19873,0,4.95,4.85,1.8388,1,1,0,0,0
1,735,72,28000,7,5.89,5.89,1.1,2,0,1,0,0
3,691,72,28000,0,4.99,6.79,1.1,3,1,0,0,0
2,720,60,33000,8,5.19,6.59,1.12,2,0,1,0,0
3,697,60,20000,0,5.24,5.98,1.8,3,1,0,0,0
3,689,60,26000,0,4.65,5.99,1.12,3,0,0,1,1
1,730,72,42000,0,5.19,5.15,1.11,1,1,0,0,0
1,774,48,29500,5,4.85,4.75,1.1,2,0,1,0,0
4,655,72,55999,0,4.99,8.39,1.1,1,1,0,0,0
1,752,72,30000,0,6.25,5.85,1.7975,3,1,0,0,0
2,724,60,34999,0,4.49,6.39,1.757,3,1,0,0,0
3,676,72,25999.99,0,5.49,8.39,1.1,2,0,0,1,0
1,768,36,18961.59,0,4.99,4.39,1.36,3,0,0,1,1
2,701,36,20000,0,4.39,4.85,1.3613,3,1,0,0,0
4,648,72,38487,0,4.99,7.89,1.3144,1,1,0,0,0
3,682,60,19833.5,0,4.69,5.15,1.3206,3,0,0,1,1
2,710,60,19180,0,4.25,4.89,1.12,3,1,0,0,0
3,684,60,47500,0,4.49,5.15,1.31,3,1,0,0,0
1,742,48,13073.15,0,4.39,4.39,1.09,3,0,0,1,1
1,790,60,30000,0,4.89,4.69,1.38,2,1,0,0,0
3,673,48,16050,0,4.55,5.69,1.12,1,0,0,1,1
1,780,48,16000,0,4.09,4.09,1.0438,3,1,0,0,0
4,654,60,14658,0,4.65,8.19,1.09,1,0,0,1,1
1,777,60,46000,0,4.49,4.49,1.11,1,1,0,0,0
1,748,60,16999.99,0,4.65,4.65,1.1,3,0,0,1,0
4,648,72,21195,0,5.39,11.05,1.5138,1,1,0,0,0
3,670,36,20000,0,3.99,5.15,1.31,3,1,0,0,0
3,671,72,29154.76,6,6.19,9.59,1.1,3,0,1,0,1
3,669,60,40000,0,3.85,6.09,1.09,1,1,0,0,0
4,663,36,14300,7,4.39,7.4,1.1031,1,0,1,0,0
1,777,60,35000,0,4.39,4.09,1.3181,2,1,0,0,0
3,689,60,9701.47,0,5.05,8.35,1.42,3,0,0,1,1
3,698,36,11400,0,3.99,6.19,1.09,1,0,0,1,1
4,663,60,29000,0,4.39,7.89,1.32,3,1,0,0,0
1,759,60,29800,0,4.25,4.25,1.12,3,1,0,0,0
2,721,60,33000,0,4.99,4.89,1.8025,1,1,0,0,0
1,775,36,18500,6,4.25,4.25,1.12,1,0,1,0,1
1,782,36,25000,0,3.79,3.79,1.035,3,1,0,0,0
2,720,60,14127,0,4.79,4.99,1.12,3,0,0,1,1
2,714,60,23000,0,5.49,5.79,1.84,3,1,0,0,0
2,715,60,35000,0,4.29,5.79,1.1,2,1,0,0,0
1,753,60,20516.42,0,5.4,4.64,1.3813,2,0,0,1,1
1,735,36,7300,7,4.39,4.48,1.0925,1,0,1,0,1
1,730,72,40000,0,5.09,5.09,1.91,3,1,0,0,0
3,672,36,6900,0,4.55,6.19,1.1463,3,0,0,1,1
1,743,60,10079,0,4.49,4.24,1.3088,3,1,0,0,0
4,656,60,18759.05,0,5.4,7.89,1.6525,3,0,0,1,1
1,810,60,36000,0,3.99,3.99,1.11,2,1,0,0,0
1,741,60,47000,0,3.99,3.99,1.09,2,1,0,0,0
3,698,36,25000,0,4.39,5.15,1.34,3,1,0,0,0
1,801,48,16974.82,0,4.29,4.09,1.1075,3,0,0,1,1
2,707,72,49000,0,5.69,7.84,1.19,2,0,0,1,0
3,693,60,26830,0,4.99,6.19,1.12,2,0,0,1,0
1,754,48,12499.99,0,4.85,4.79,2.11,1,0,0,1,1
1,743,72,10000,0,5.19,5.19,1.15,3,1,0,0,0
3,681,72,39000,0,5.15,6.79,1.09,3,0,0,1,0
2,722,72,29500,0,4.79,5.99,1.1,3,1,0,0,0
1,768,36,32000,0,3.99,3.99,1.3288,3,1,0,0,0
2,729,48,18500,0,4.49,5.79,1.15,1,1,0,0,0
1,762,36,25000,0,4.75,4.75,1.81,3,1,0,0,0
4,656,60,23000,0,5.24,7.89,1.8,3,1,0,0,0
2,728,60,18950,9,4.95,6.44,1.12,1,0,1,0,1
1,745,60,23989.64,0,4.49,4.49,1.31,3,1,0,0,1
1,793,72,24489,0,4.99,4.95,1.12,3,1,0,0,0
1,741,60,20500,0,4.09,4.09,1.14,3,1,0,0,0
1,800,60,13362.46,9,5.49,4.99,1.788,3,0,1,0,1
2,706,48,23000,0,3.99,4.29,1.1,1,1,0,0,0
1,785,60,30000,0,4.89,4.69,1.42,3,1,0,0,0
3,670,48,12104.04,0,4.69,5.15,1.31,1,0,0,1,1
1,779,48,30000,0,4.49,4.49,1.12,3,1,0,0,0
1,799,60,45000,0,3.99,3.99,1.1069,2,1,0,0,0
1,767,60,31200,0,4.19,4.19,1.12,1,1,0,0,0
1,759,60,41000,0,4.09,4.09,1.0925,1,1,0,0,0
1,796,36,16000,0,3.49,3.49,1.12,3,1,0,0,0
2,706,60,35000,0,5.49,5.79,1.84,1,1,0,0,0
3,685,48,16000,7,4.89,7.69,1.09,2,0,1,0,0
1,783,60,35000,0,4.89,4.89,1.3725,3,1,0,0,0
1,772,48,15525,0,5.49,4.85,1.82,3,1,0,0,0
4,667,72,20000,0,5.65,11.25,1.91,1,0,0,1,0
2,721,60,34250,0,4.65,5.89,1.09,3,0,0,1,0
1,775,60,25900,0,5.24,4.85,1.8113,1,1,0,0,0
1,759,36,65000,0,3.65,3.65,1.09,3,1,0,0,0
1,772,66,42949.92,0,5.59,5.59,1.1,1,0,0,1,1
1,738,36,12000,5,4.75,4.43,1.12,2,0,1,0,0
3,663,36,15568.93,10,4.65,8.34,1.1,3,0,1,0,1
3,793,48,14400,4,5.49,6.39,1.858,2,0,1,0,0
1,772,36,7690,10,4.25,4.25,1.12,3,0,1,0,1
1,780,60,22574.63,3,5.49,5.49,1.779,1,0,1,0,1
1,771,48,15208,7,4.85,4.75,1.1,2,0,1,0,0
3,676,72,14999.99,0,4.65,6.29,1.1,1,1,0,0,0
2,703,72,38000,0,4.99,5.99,1.1,2,1,0,0,0
1,763,36,18053,6,4.99,4.78,2.091,2,0,1,0,0
1,804,48,8360,6,5.19,4.72,1.17,1,0,1,0,1
1,786,48,26316,0,4.49,4.49,1.3,3,1,0,0,0
3,689,72,31999.99,0,4.99,6.29,1.12,1,1,0,0,0
1,715,72,49199,0,4.65,4.65,1.09,1,1,0,0,0
1,762,72,18724.73,0,4.99,4.88,1.3188,3,0,0,1,1
1,734,72,19988.95,0,6,5.39,1.3788,3,0,0,1,1
3,689,72,11999.99,0,5.79,5.79,1.3669,3,0,0,1,1
1,807,60,28950,4,4.95,4.25,1.12,3,0,1,0,0
1,760,60,43210,0,3.99,3.99,1.1,3,1,0,0,0
1,738,48,26600,0,4.69,4.09,1.3181,2,0,0,1,1
1,763,60,21566,0,4.49,4.29,1.3363,3,1,0,0,0
3,689,36,12064,6,4.95,6.59,1.16,3,0,1,0,0
1,746,60,29501,0,4.49,4.09,1.3113,3,1,0,0,0
1,788,60,33000,0,5.49,5.39,1.84,3,1,0,0,0
2,725,48,18000,0,4.49,4.89,1.11,3,1,0,0,0
2,722,72,34648,4,5.99,6.99,1.0988,2,0,1,0,0
1,733,72,39000,0,5.19,5.15,1.11,3,1,0,0,0
3,697,60,36000,0,4.99,6.99,1.6525,3,1,0,0,0
1,736,48,17500,0,4.89,4.09,1.34,3,1,0,0,0
2,719,60,31000,0,4.49,4.89,1.1194,3,1,0,0,0
2,721,60,31999,0,3.85,5.79,1.09,3,1,0,0,0
2,721,72,50000,0,5.65,7.09,1.84,2,0,0,1,0
1,741,60,28000,0,5.49,4.85,1.82,1,1,0,0,0
1,759,72,26000,0,5.19,5.19,1.76,3,1,0,0,0
4,667,60,15000,0,4.49,10.55,1.28,2,1,0,0,0
4,654,60,14494.43,14,4.99,8.99,1.1,3,0,1,0,1
2,701,60,36500,0,5.49,4.89,1.8,1,1,0,0,0
4,649,66,30000,0,4.79,8.69,1.0975,3,1,0,0,0
3,672,48,25000,0,4.39,8.14,1.1138,2,1,0,0,0
1,803,60,25616,5,5.49,4.75,1.87,2,0,1,0,0
2,679,60,25859.31,9,5.49,6.99,1.61,3,0,1,0,1
1,738,72,33000,0,4.99,4.99,1.11,1,1,0,0,0
1,732,36,24000,0,3.49,3.49,1.11,1,1,0,0,0
4,666,48,15000,8,4.95,6.53,1.12,2,0,1,0,0
1,802,60,48500,0,5.49,4.44,1.8063,3,1,0,0,0
1,711,72,40000,0,5.15,5.15,1.1,2,0,0,1,0
4,666,60,42000,0,4.49,10.55,1.28,1,1,0,0,0
3,655,60,13559.56,9,5.39,6.59,1.42,1,0,1,0,1
2,703,48,19900,0,4.39,4.35,1.31,1,1,0,0,0
2,706,66,35000,0,4.89,4.89,1.3188,3,1,0,0,0
3,697,60,36479,0,4.49,5.49,1.12,1,1,0,0,0
2,702,36,8300,6,4.39,5.5,1.2463,1,0,1,0,1
1,739,60,43000,0,4.89,4.85,1.42,1,1,0,0,0
2,719,60,40000,0,4.25,4.89,1.12,2,1,0,0,0
1,758,60,30500,0,4.89,4.89,1.686,3,0,0,1,0
3,683,36,17517,0,4.5,6.89,1.4213,3,1,0,0,0
1,677,36,16000,0,4.45,4.45,1.1313,1,0,0,1,0
3,687,60,15683.27,0,4.55,5.69,1.12,1,0,0,1,1
1,750,36,25000,0,3.85,3.85,1.4331,1,1,0,0,0
1,688,72,40000,0,5.09,4.99,1.91,3,1,0,0,0
1,794,60,15128,5,5.39,4.65,1.3669,1,0,1,0,1
1,746,66,14499.99,0,4.79,4.65,1.1,1,1,0,0,0
1,756,72,31000,6,6.19,5.03,1.1,1,0,1,0,0
1,779,60,24700,5,4.95,4.52,1.17,2,0,1,0,0
3,678,72,27500,0,4.99,6.29,1.17,1,1,0,0,0
3,694,72,35000,0,5.65,9.25,2,2,0,0,1,0
2,711,72,10734.16,0,5.45,5.49,1.12,1,0,0,1,1
1,788,60,34000,0,4.29,4.29,1.29,3,1,0,0,0
3,686,66,20002,0,5.89,9.25,1.5688,1,0,0,1,0
3,696,66,25655,7,5.49,6.9,1.1,3,0,1,0,0
2,704,72,55000,0,4.89,4.89,1.32,2,1,0,0,0
2,703,72,30000,0,5.39,5.44,1.3288,3,1,0,0,0
1,732,60,10000,0,5.49,4.85,1.7975,3,1,0,0,0
4,647,72,26280,0,4.99,7.99,1.12,3,1,0,0,0
1,785,60,35000,0,4.29,4.29,1.32,3,1,0,0,0
4,652,60,24000,0,4.39,7.89,1.3144,1,1,0,0,0
1,814,60,39000,0,4.49,4.09,1.3206,2,1,0,0,0
2,721,60,45000,0,3.99,4.29,1.1013,1,1,0,0,0
1,759,60,26000,0,5.49,5.24,1.81,3,1,0,0,0
2,729,48,16999,0,4.25,5.09,1.17,3,1,0,0,0
1,751,60,24300,6,4.95,4.95,1.12,1,0,1,0,0
3,688,36,37500,0,3.99,5.15,1.3175,1,1,0,0,0
3,679,36,35000,0,3.65,6.09,1.09,1,1,0,0,0
2,712,48,24999,0,3.99,4.89,1.12,3,1,0,0,0
1,750,60,18500,10,4.89,4.45,1.09,3,0,1,0,1
1,746,60,17183,6,4.75,4.75,1.11,1,0,1,0,1
1,805,60,40000,0,4.89,4.48,1.38,2,1,0,0,0
1,790,36,32569,0,3.79,3.89,1.2463,1,1,0,0,0
4,657,60,15719.97,0,5.4,7.89,1.83,1,0,0,1,1
4,659,72,40000,0,6.25,8.99,1.84,1,1,0,0,0
2,712,60,27698,6,5.49,6.19,1.84,2,0,1,0,0
1,759,60,13100,6,4.99,4.94,1.3188,1,0,1,0,1
2,718,48,22180,4,5.39,7.94,1.15,2,0,1,0,0
3,683,60,34000,0,4.49,4.95,1.3,3,1,0,0,0
2,711,48,37629,0,4.59,6.39,1.6,3,1,0,0,0
3,698,48,22000,0,4.65,6.19,1.09,3,0,0,1,0
3,690,60,26900,0,4.89,8.65,1.757,1,0,0,1,0
4,653,72,28000,0,5.29,10.85,1.41,1,1,0,0,0
1,763,36,30000,0,4.5,4.5,1.44,3,1,0,0,0
3,684,72,35213.62,0,4.99,5.99,1.31,1,1,0,0,1
1,725,48,10999.99,0,4.39,4.39,1.1,3,0,0,1,1
3,690,60,33000,0,4.99,6.19,1.12,2,0,0,1,0
2,729,60,25000,0,5.49,5.39,1.81,3,1,0,0,0
1,746,60,35764,0,4.49,4.49,1.31,2,1,0,0,0
3,685,36,17500,0,3.99,5.15,1.3178,3,1,0,0,0
1,799,60,25999.99,0,4.39,4.39,2.1,3,1,0,0,0
1,822,48,25000,0,4.29,4.09,1.2625,3,1,0,0,0
2,706,48,12069.7,0,4.29,4.35,1.22,3,0,0,1,1
1,766,36,16963,0,3.89,3.89,1.1,3,0,0,1,0
2,703,72,29000,0,5.75,5.29,1.4338,1,1,0,0,0
4,664,60,10999.99,0,4.79,10.95,1.951,2,0,0,1,0
2,721,48,17737,0,4.49,4.34,1.3319,3,1,0,0,0
3,696,60,45000,0,4.99,5.59,1.82,3,1,0,0,0
1,811,60,21108.27,0,5.2,4.49,1.34,3,0,0,1,1
1,742,60,24000,5,5.19,4.25,1.12,2,0,1,0,0
2,698,60,43000,0,4.19,5.79,1.1,1,1,0,0,0
3,696,36,8300,8,4.25,6.53,1.12,1,0,1,0,0
2,705,48,11950,9,4.89,6.59,1.09,1,0,1,0,1
1,783,48,25000,0,4.49,4.49,1.811,1,1,0,0,0
1,795,36,13575.72,7,5.05,4.95,1.5788,1,0,1,0,1
4,665,48,18100,8,4.85,6.78,1.1125,1,0,1,0,0
2,709,36,34999,0,3.85,7.04,1.125,1,1,0,0,0
1,771,36,28000,0,3.49,3.49,1.1163,1,1,0,0,0
3,690,60,38000,0,4.99,5.99,1.42,3,1,0,0,0
1,704,60,10935,6,5.19,5.19,1.1,1,0,1,0,1
1,829,60,66152.75,0,4.49,4.49,1.686,1,1,0,0,1
3,693,72,23612,0,5.59,6.79,1.11,2,0,0,1,0
1,812,60,18490,0,4.09,4.09,1.1069,1,0,0,1,1
2,709,60,30000,0,4.49,4.89,1.12,3,1,0,0,0
1,773,48,13912,5,5.39,4.65,1.11,3,0,1,0,0
1,800,60,40000,0,4.49,4.25,1.11,3,1,0,0,0
2,722,60,26000,7,4.89,6.52,1.1,2,0,1,0,0
1,800,36,46458,0,4.5,4.49,1.44,1,1,0,0,0
2,705,36,9440,7,4.25,6.03,1.12,3,0,1,0,0
2,720,66,45000,0,5.89,7.09,1.61,1,0,0,1,0
3,690,48,28300,7,5.29,6.03,1.11,1,0,1,0,0
2,720,48,25000,0,4.29,4.35,1.3188,3,1,0,0,0
2,705,60,10676,0,4.79,6.44,1.951,1,0,0,1,1
2,728,72,49000,0,5.75,5.95,1.8,1,1,0,0,0
1,793,60,25604.95,0,5.8,5.69,1.8388,1,0,0,1,1
4,655,66,36000,0,5.39,7.89,1.3,1,1,0,0,0
2,709,36,16000,6,4.45,5.25,1.1,3,0,1,0,1
1,731,60,24500,0,5.75,5.35,1.7975,1,0,0,1,0
1,787,60,10000,0,4.69,4.39,1.3375,1,0,0,1,1
1,723,72,26000,0,5.09,5.09,1.84,3,1,0,0,0
2,714,36,20000,0,4.99,4.35,1.34,1,0,0,1,1
2,727,60,25000,0,4.39,5.89,1.09,1,0,0,1,0
2,720,60,37000,0,4.09,5.09,1.12,3,1,0,0,0
1,748,60,13200,7,4.75,4.75,1.1013,1,0,1,0,0
3,694,60,40067,0,5.49,6.14,1.8,3,1,0,0,0
1,757,60,24999,0,3.85,3.85,1.09,1,1,0,0,0
1,776,36,11607.62,0,4.65,4.65,1.65,1,0,0,1,1
4,664,60,16000,0,4.39,6.19,1.31,1,1,0,0,1
3,688,60,23671.09,10,5.49,9.12,1.5688,3,0,1,0,1
1,738,60,33902.78,0,4.69,4.09,1.3375,1,0,0,1,1
1,791,60,30000,0,4.99,4.69,1.39,3,1,0,0,0
3,670,60,20240,7,5.49,6.52,1.67,3,0,1,0,0
3,684,60,11500,0,5.4,6.14,1.38,3,0,0,1,1
4,640,66,21499.99,0,5.69,10.84,1.1313,3,0,0,1,0
2,707,60,35000,0,4.49,4.89,1.12,3,1,0,0,0
1,830,60,25000,0,4.29,4.09,1.3188,3,1,0,0,0
1,746,36,6300,8,4.59,4.54,1.29,3,0,1,0,0
1,768,72,6619,6,5.69,4.68,1.09,3,0,1,0,1
1,742,60,35000,0,4.25,4.25,1.12,1,1,0,0,0
1,800,72,26000,0,4.99,4.99,1.11,3,1,0,0,0
1,781,60,29000,0,4.39,4.39,1.84,1,1,0,0,0
2,715,60,15000,0,3.99,4.35,1.1,1,1,0,0,0
3,675,60,6993.02,9,5.09,8.03,1.1,3,0,1,0,1
4,653,60,30645.15,0,5.24,7.89,1.81,3,1,0,0,1
1,800,60,30000,0,4.49,4.09,1.32,1,1,0,0,0
1,740,48,19300,9,4.75,4.75,1.1013,3,0,1,0,1
2,715,72,41213.98,0,5.29,6.49,1.1,3,0,0,1,1
2,721,60,22500,0,4.29,4.49,1.3188,1,1,0,0,0
1,817,48,31000,0,4.49,4.09,1.3388,2,1,0,0,0
3,690,48,32000,0,4.29,5.15,1.31,3,1,0,0,0
1,777,60,30500,0,4.39,4.39,1.31,2,1,0,0,0
3,671,60,34000,0,4.49,6.09,1.14,2,1,0,0,0
3,690,60,16995,0,4.25,5.79,1.1175,3,1,0,0,0
1,748,36,16450,0,4.55,4.55,1.12,1,0,0,1,0
2,708,36,7804,4,4.79,6.44,1.12,3,0,1,0,0
1,759,60,28000,0,4.49,4.09,1.3088,1,1,0,0,0
3,681,36,15000,5,4.75,5.15,1.15,2,0,1,0,0
1,760,48,28000,0,4.49,4.09,1.34,1,1,0,0,0
4,654,60,28801,0,4.89,10.95,1.723,3,0,0,1,0
3,674,60,27000,0,5.4,5.29,1.44,1,0,0,1,0
2,713,36,24999.99,0,3.65,5.69,1.09,3,1,0,0,0
1,776,60,26000,0,4.49,4.49,1.11,1,1,0,0,0
